
 EOS                                                                            

              Mstar     = 1.000E+00    Rstar     = 1.177E+06
     335  16569.3422           694165.882     3.063805965E+32 1.681636156E+29  0.00000000    
     336  18880.6893           690194.115     2.994285492E+32 1.541420081E+29  0.00000000    
     337  21654.3059           685462.263     2.913012852E+32 1.388876319E+29  0.00000000    
     338  24982.6457           679833.326     2.818499745E+32 1.226093388E+29  0.00000000    
     339  28976.6535           673149.442     2.709281675E+32 1.056336700E+29  0.00000000    
     340  33769.4629           665230.524     2.584025959E+32 8.840939178E+28  0.00000000    
     341  39520.8341           655873.779     2.441682965E+32 7.149306875E+28  0.00000000    
     342  46422.4796           644854.729     2.281685363E+32 5.550881646E+28  0.00000000    
     343  54704.4542           631930.576     2.104193505E+32 4.107964501E+28  0.00000000    
     344  64642.8238           616847.019     1.910372594E+32 2.873649659E+28  0.00000000    
     345  76568.8672           599349.887     1.702667751E+32 1.882304774E+28  0.00000000    
     346  90880.1193           579203.011     1.485017062E+32 1.142491942E+28  0.00000000    
     347  108053.622           556213.484     1.262915379E+32 6.353319238E+27  0.00000000    
